CompoundGroup,ParentCompound_name,CHEBI_key,INCHI_key,CAS_numer,Biomarker_name,Biomarker_abbreviation,Biomarker_varname,BWB = Blood-whole blood (µg/L),BP = Blood-plasma (µg/L),BS = Blood-serum (µg/L),RBC = Red blood cells (µg/L),VAMS = Volumetric absorptive microsample (µg/L),CBWB = Cord blood-whole blood (µg/L),CBP = Cord blood-plasma (µg/L),CBS = Cord blood-serum (µg/L),AF = Amniotic Fluid (µg/L),PLT = Placenta tissue (ng/g),US = Urine- random spot (µg/L),UD = Urine-24h (µg/L),UM = Urine-first morning urine (µg/L),STL = Stool (ng/g),BM = Breast milk (µg/L),SEM = Semen (µg/L),SA = Saliva (µg/L),SPT = Sputum (µg/L),H = Hair (ng/g),TN = Toe nail (ng/g),FN = Finger nail (ng/g),ADI = Adipose Tissue/Fat (µg/L),EBC = Exhaled breath condensate (µg/L),DW = Dermal wipes (µg/cm2),SW = Surface wipe (µg/cm2)
Metals,,CHEBI:30440,,7440-28-0,Thallium,Tl,tl,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:33385,,7440-29-1,Thorium,Th,th,,,,,,,,,,,,,,,,,,,,,,,,,
Polycyclic Aromatic Hydrocarbons (PAHs),,,,,Measured Sum of 3- and 9- hydroxybenz[a]anthracene,Measured 3-BaA + 9-BaA,threeninebaa,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:27007,,7440-31-5,Tin,Sn,sn,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,,,,Titanium,Ti,ti,,,,,,,,,,,,,,,,,,,,,,,,,
Musks,,CHEBI:88666,,,Tonalide,AHTN,ahtn,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Total Hexabromocyclododecane,CHEBI:134063,,3194-55-6,Total Hexabromocyclododecane,total HBCD,hbcd,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,,,,Measured Toxicologically relevant arsenic,Measured Tox. rel. As,tra,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides (pyrethroids),Trans-cyfluthrin;Trans-cypermethrin;Trans-permethrin,,LLMLSUSAKZVFOA-UJURSFKZSA-N,,"Trans-3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane-1-carboxylic acid",trans-DCCA,tdcca,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,,CHEBI:39069,,5103-74-2,Trans-chlordane,γ-chlordane,ychlor,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides;Organochlorine compounds (OCs),Chlordane,CHEBI:81540,,39765-80-5,Trans-nonachlor,,tnona,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,,CHEBI:35019,,126-73-8,Tri-n-butyl phosphate,,tnbp,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,,,PIILXFBHQILWPS-UHFFFAOYSA-N,,Tributyltin,TBT,tbt,,,,,,,,,,,,,,,,,,,,,,,,,
Care products,,CHEBI:48347,,101-20-2,"Triclocarban (3-(4-Chlorophenyl)-1-(3,4-dichlorophenyl)urea)",,tricloc,,,,,,,,,,,,,,,,,,,,,,,,,
Care products,,CHEBI:164200,,3380-34-5,Triclosan,,triclos,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Tricresyl phosphate,,BOSMZFBHAYFUBJ-UHFFFAOYSA-N,,Tricresyl phosphate,TMPP,tmpp,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,Methyl (2Z)-2-methoxyimino-2-[2-[[(Z)-1-[3-(trifluoromethyl)phenyl]ethylideneamino]oxymethyl]phenyl]acetate,,ISZQNKFXNXQTTF-NACSPRHISA-N,,Trifloxystrobin acid,Trifloxystrobin CGA-321114,trifloxystrobincga,,,,,,,,,,,,,,,,,,,,,,,,,
Blood Lipids and lipid transport proteins,,CHEBI:17855,,,Triglycerides,,trigl,,,,,,,,,,,,,,,,,,,,,,,,,
Pesticides,,,XMHKTINRBAKEDS-UHFFFAOYSA-N,,Trioctyltin,TOT,tot,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Triphenyl phosphate,CHEBI:35033,,115-86-6,Triphenyl phosphate,TPHP,tphp,,,,,,,,,,,,,,,,,,,,,,,,,
Phthalates;Flame retardants,,CHEBI:35038,,78-51-3,Tris(2-butoxyethyl) phosphate,,tboep,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,"Tris(2,3-dibromopropyl) phosphate",CHEBI:82282,,126-72-7,"Tris(2,3-dibromopropyl) phosphate",TDBPP,tdbpp,,,,,,,,,,,,,,,,,,,,,,,,,
Flame retardants,Tris(chloroethyl) phosphate,CHEBI:35037,,115-96-8,Tris(chloroethyl) phosphate,TCEP,tcep,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,Chromium,CHEBI:49544,,,Trivalent chromium,Cr III,crthree,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:27998,,7440-33-7,Tungsten,W,w,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:27214,,7440-61-1,Uranium,U,u,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:27698,,7440-62-2,Vanadium,V,v,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamins,,CHEBI:12777,,,Vitamin A,VitA,vita,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamins,,CHEBI:17154,,98-92-0,Vitamin B,VitB,vitb,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamins,,CHEBI:176843,,,Vitamin B12,VitB12,vitb12,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamins,,CHEBI:27300,,,Vitamin D,VitD,vitd,,,,,,,,,,,,,,,,,,,,,,,,,
Vitamins,,CHEBI:18145,,59-02-9,Vitamin E,VitE,vite,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Zearalenone,CHEBI:35051,,5975-78-0,Zearalanone,ZAN,zan,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Zearalenone,CHEBI:10106,,17924-92-4,Zearalenone,ZEN,tzen,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Zearalenone,CHEBI:10106,,17924-92-4,Zearalenone,ZEN,zen,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Zearalenone,,FZLJLIKPCMZUSJ-XGHZKFQMSA-N,,Zearalenone-14-glucuronide,ZEN-14-Glc,zenglca,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Zearalenone,,QERXYCPQYWGNFX-XQAKIGHYSA-N,,Zearalenone-14-sulphate,ZEN-14-S,zensulf,,,,,,,,,,,,,,,,,,,,,,,,,
Metals,,CHEBI:27363,,7440-66-6,Zinc,Zn,zn,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Zearalenone,CHEBI:35064,,26538-44-3,α-zearalanol,α-ZAL,azal,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Zearalenone,CHEBI:35065,,36455-72-8,α-zearalenol,α-ZEL,azel,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Zearalenone,CHEBI:35065,,36455-72-8,α-zearalenol,α-ZEL,tazel,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Zearalenone,,,,α-zearalenol-glucuronide,α-ZEL-Glc,azelglca,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Zearalenone,CHEBI:35071,,42422-68-4,β-zearalanol,β-ZAL,bzal,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Zearalenone,CHEBI:35072,,71030-11-0,β-zearalenol,β-ZEL,tbzel,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Zearalenone,CHEBI:35072,,71030-11-0,β-zearalenol,β-ZEL,bzel,,,,,,,,,,,,,,,,,,,,,,,,,
Mycotoxins,Zearalenone,,,,β-zearalenol-glucuronide,β-ZEL-Glc,bzelglca,,,,,,,,,,,,,,,,,,,,,,,,,
